store,websites,attribute_set,type,category_ids,sku,has_options,name,url_key,color,product_type_all,product_type_url,vendor_sku,shipping_days,shipping_time_filter,vendor,msrp_price,price,cost,status,visibility,enable_googlecheckout,size,extended_delivery,pre_order_item,is_product_new,is_returnable,description,tab_sizing,tab_details,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,weight,image,meta_keyword,meta_description,meta_title,merchandiser_name,configurable_attributes,simples_skus,tax_class_id,designer_brand_name,designer_cat_url,vendor_shipping_days,vendor_id,warehouse_code,gender,manage_stock,use_config_manage_stock,floor_type
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N227R,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n227r-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN227R,6 ,6 days,Cultr Fashion & Lifestyle LLP,,3335,2300,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N360M,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n360m-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN360M,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5220,3600,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,4011",C-ICL17DEC15N223M,0,Gold Brass Head Piece,gold-brass-head-piece-c-icl17dec15n223m-indiancultr,Gold,Head Pieces,designer/women/women-s-jewellery/head-pieces,IN223M,6 ,6 days,Cultr Fashion & Lifestyle LLP,,3335,2300,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,4011",C-ICL17DEC15N315M,0,Gold Brass Head Piece,gold-brass-head-piece-c-icl17dec15n315m-indiancultr,Gold,Head Pieces,designer/women/women-s-jewellery/head-pieces,IN315M,6 ,6 days,Cultr Fashion & Lifestyle LLP,,4640,3200,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N360S,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n360s-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN360S,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5220,3600,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N350S,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n350s-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN350S,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5075,3500,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N350G,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n350g-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN350G,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5075,3500,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N355G,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n355g-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN355G,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5220,3600,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N400M,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n400m-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN400M,6 ,6 days,Cultr Fashion & Lifestyle LLP,,5800,4000,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Jewelry,simple,"2959,35,3884",C-ICL17DEC15N800R,0,Gold Brass Earring,gold-brass-earring-c-icl17dec15n800r-indiancultr,Gold,Earrings,designer/women/women-s-jewellery/earrings,IN800R,6 ,6 days,Cultr Fashion & Lifestyle LLP,,2610,1800,2,4,0,ONESIZE,0,0,1,Non Returnable,<ul><li>Color: Gold</li></ul>,,Brass,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Nishtha,,,0,Indiancultr,designers/indiancultr,0,EXGEs5,EX_FC_VL_DEL_KAP,Women,1,1,Designer
