store,websites,sku,fitguide,description
"store_us,global_m_sv","app_us,global_m_web",RLW022XL,size chart 1,"This pink velvet lehenga showcases lurex and metallic threadwork panels and Mughal motifs adorned with crystals and metallic threadwork. It has violet velvet and gota patti panel at the border. It includes a matching dupatta. It comes with a violet blouse embellished with crystals and bugle beads. Hidden zip at the side.<ul><li>Color: Pink, Violet</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 42"" , Dupatta Length - 92"" , Width - 39"" (standard for all sizes)</li><li>Material: Velvet</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW022,size chart 1,"This pink velvet lehenga showcases lurex and metallic threadwork panels and Mughal motifs adorned with crystals and metallic threadwork. It has violet velvet and gota patti panel at the border. It includes a matching dupatta. It comes with a violet blouse embellished with crystals and bugle beads. Hidden zip at the side.<ul><li>Color: Pink, Violet</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 42"" , Dupatta Length - 92"" , Width - 39"" (standard for all sizes)</li><li>Material: Velvet</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027XS,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027S,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027M,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027L,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027XL,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW027,size chart 1,"This white net lehenga with embroidered patterns showcases crystals adorned with bugle beads and pearl panels around the hip. It has fuchsia and orange panel at the border. It includes a matching dupatta. It comes with a orange blouse with fuchsia yoke, featuring sweetheart neckline with embroidered patterns, zari, pearls and bugle beads. It has dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: White, Orange, Pink</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 43"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029XS,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029S,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029M,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029L,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029XL,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW029,size chart 1,"This net lehenga is adorned with cream, baby pink and peach orange panels, sequins and lurex threadwork panels all over. It includes a matching dupatta. It comes with a blouse showcasing sequins and V-shaped neckline with lurex threadwork. It has peach orange shoulders with crystals and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Multicolor</li><li>Measurement (inches): Blouse Length - 14"" , Lehenga Length - 44"" , Dupatta Length - 96"" , Width - 39"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030XS,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030S,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030M,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030L,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030XL,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW030,size chart 1,"This blue net lehenga showcases Mughal motif with lurex threadwork and bugle beads all over. It is adorned with crystals, sequin panels at the lower half. It has metallic and lurex threadwork at the border. It includes a matching dupatta. It comes with a red blouse featuring sweetheart neckline with crystals. It has bugle beads and lurex threadwork embellished all over and dori at the back with beaded tassels. Hidden zip at the side.<ul><li>Color: Blue, Red</li><li>Measurement (inches): Blouse Length - 13"" , Lehenga Length - 43"" , Dupatta Length - 95"" , Width - 38"" (standard for all sizes)</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042XS,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042S,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042M,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042L,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042XL,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW042,size chart 1,"This georgette kalidar is adorned with threadwork at the yoke and crystals embellished at the waist. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Green, Blue Maroon</li><li>Measurement (inches): Anarkali Length - 55"" , Churidar Length - 49"" , Dupatta Length - 96""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067XS,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067S,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067M,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067L,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067XL,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW067,size chart 1,"This georgette kalidar showcases brocade bustier. It has brocade panel at the border. It comes with padded cups and zip closure. It includes a matching churidar & dupatta.<ul><li>Color: Indigo</li><li>Measurement (inches): Anarkali Length - 58"" , Churidar Length - 57"" , Dupatta Length - 100""</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066XS,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066S,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066M,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066L,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066XL,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RAW066,size chart 1,"This silk kalidar features pleated bustier, floral zari pattern adorned with crystals and bugle beads at the front. It comes with padded cups and zip closure. It includes a matching churidar.<ul><li>Color: Rani Pink</li><li>Measurement (inches): Anarkali Length - max-62 , min-45"" , Churidar Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019XS,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019S,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019M,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019L,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019XL,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RJW019,size chart 1,"This silk jacket is embellished with crystals, bugle beads, lurex and metallic threadwork patterns. It comes with padded cups, hook and eye closure. It includes matching pants.<ul><li>Color: Light Pink</li><li>Measurement (inches): Jacket Length - 52.5"" , Pants Length - 41"" (standard for all sizes)</li><li>Material: Silk</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012XS,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012S,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012M,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012L,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012XL,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RLW012,size chart 1,"This net blouse is adorned with pintucks, velvet floral applique work with crystals at the center. It has extended net fabric with lurex and velvet panels at the border. It comes with padded cups, hook and eye closure. It includes a matching lehenga and dupatta.<ul><li>Color: Cream, Red</li><li>Measurement (inches): Kurta Length - 60"" , Lehenga Length - 40"" , Dupatta Length - 90""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007XS,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007S,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007M,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007L,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007XL,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RGW007,size chart 1,"This net kalidar features bustier with sequins, velvet patterns adorned with crystals at the yoke and beaded chains at the waist. It has velvet panels at the border. It comes with padded cups and zip closure. It includes a matching churidar and dupatta.<ul><li>Color: Red</li><li>Measurement (inches): Anarkali Length - 61"" , Churidar Length - 45"" , Dupatta Length - 94""</li><li>Material: Net</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RKW040XS,size chart 1,"This ombre georgette tunic is adorned with crystal stone broach. It comes with matching pants.<ul><li>Color: Blue, Turquoise</li><li>Measurement (inches): Tunic Length - 56"" , Pants Length - 39.5"" (standard for all sizes)</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RKW040S,size chart 1,"This ombre georgette tunic is adorned with crystal stone broach. It comes with matching pants.<ul><li>Color: Blue, Turquoise</li><li>Measurement (inches): Tunic Length - 56"" , Pants Length - 39.5"" (standard for all sizes)</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",RKW040M,size chart 1,"This ombre georgette tunic is adorned with crystal stone broach. It comes with matching pants.<ul><li>Color: Blue, Turquoise</li><li>Measurement (inches): Tunic Length - 56"" , Pants Length - 39.5"" (standard for all sizes)</li><li>Material: Georgette</li><li>Wash Care: Dry Clean Only</li></ul>"
