store,websites,sku,cost,price,shipping_days,shipping_time_filter
"store_us,global_m_sv","app_us,global_m_web",MOU8736,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8740,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU87,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU9235,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU92,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU9136,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU9140,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU91,1400,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU7937,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU7938,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU7940,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU7941,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU79,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8637,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8638,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8640,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU86,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8439,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8441,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU84,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8539,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU85,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8139,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU81,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU8036,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU80,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU79W37,1500,69,15,15 days
"store_us,global_m_sv","app_us,global_m_web",MOU79W40,1500,69,15,15 days
