store,websites,attribute_set,type,category_ids,Parent,sku,has_options,name,url_key,product_type_all,product_type_url,fashion_style,color,vendor_sku,vendor,msrp_price,price,cost,shipping_days,shipping_time_filter,status,visibility,enable_googlecheckout,size,extended_delivery,pre_order_item,is_product_new,is_returnable,description,tab_sizing,tab_details,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,weight,image,meta_keyword,meta_description,meta_title,merchandiser_name,configurable_attributes,simples_skus,tax_class_id,designer_brand_name,designer_cat_url,warehouse_code,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,vendor_code,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2267BEI,SH2267BEIS,0,Beige Magenta Thread-embroidered Net Anarkali with Dupatta & Lehenga (Set of 3),beige-magenta-thread-embroidered-net-anarkali-with-dupatta-&-lehenga-(setof3)-SH2267BEI,Suit Set,clothing/suit sets,Ethnic Wear,Beige Magenta,2267,Shivam,,27000,13500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",Net,5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2267BEI,SH2267BEIM,0,Beige Magenta Thread-embroidered Net Anarkali with Dupatta & Lehenga (Set of 3),beige-magenta-thread-embroidered-net-anarkali-with-dupatta-&-lehenga-(setof3)-SH2267BEI,Suit Set,clothing/suit sets,Ethnic Wear,Beige Magenta,2267,Shivam,,27000,13500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",Net,5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2267BEI,SH2267BEIL,0,Beige Magenta Thread-embroidered Net Anarkali with Dupatta & Lehenga (Set of 3),beige-magenta-thread-embroidered-net-anarkali-with-dupatta-&-lehenga-(setof3)-SH2267BEI,Suit Set,clothing/suit sets,Ethnic Wear,Beige Magenta,2267,Shivam,,27000,13500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",Net,5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2267BEI,SH2267BEIXL,0,Beige Magenta Thread-embroidered Net Anarkali with Dupatta & Lehenga (Set of 3),beige-magenta-thread-embroidered-net-anarkali-with-dupatta-&-lehenga-(setof3)-SH2267BEI,Suit Set,clothing/suit sets,Ethnic Wear,Beige Magenta,2267,Shivam,,27000,13500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",Net,5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2267BEI,SH2267BEI,1,Beige Magenta Thread-embroidered Net Anarkali with Dupatta & Lehenga (Set of 3),beige-magenta-thread-embroidered-net-anarkali-with-dupatta-&-lehenga-(setof3)-SH2267BEI,Suit Set,clothing/suit sets,Ethnic Wear,Beige Magenta,2267,Shivam,,27000,13500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",Net,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2267BEIS, SH2267BEIM, SH2267BEIL, SH2267BEIXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2267BEIS, SH2267BEIM, SH2267BEIL, SH2267BEIXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214GRE,SH2214GRES,0,Green Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),green-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214GRE,Suit Set,clothing/suit sets,Ethnic Wear,Lime Green,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214GRE,SH2214GREM,0,Green Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),green-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214GRE,Suit Set,clothing/suit sets,Ethnic Wear,Lime Green,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214GRE,SH2214GREL,0,Green Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),green-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214GRE,Suit Set,clothing/suit sets,Ethnic Wear,Lime Green,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214GRE,SH2214GREXL,0,Green Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),green-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214GRE,Suit Set,clothing/suit sets,Ethnic Wear,Lime Green,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2214GRE,SH2214GRE,1,Green Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),green-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214GRE,Suit Set,clothing/suit sets,Ethnic Wear,Lime Green,2214,Shivam,,16000,8000,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2214GRES, SH2214GREM, SH2214GREL, SH2214GREXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2214GRES, SH2214GREM, SH2214GREL, SH2214GREXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214PEA,SH2214PEAS,0,Peach Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),peach-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214PEA,Suit Set,clothing/suit sets,Ethnic Wear,Peach Pink,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214PEA,SH2214PEAM,0,Peach Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),peach-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214PEA,Suit Set,clothing/suit sets,Ethnic Wear,Peach Pink,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214PEA,SH2214PEAL,0,Peach Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),peach-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214PEA,Suit Set,clothing/suit sets,Ethnic Wear,Peach Pink,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2214PEA,SH2214PEAXL,0,Peach Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),peach-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214PEA,Suit Set,clothing/suit sets,Ethnic Wear,Peach Pink,2214,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2214PEA,SH2214PEA,1,Peach Zari Work Net Anarkali with Dupatta & Churidar (Set of 3),peach-zari-work-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2214PEA,Suit Set,clothing/suit sets,Ethnic Wear,Peach Pink,2214,Shivam,,16000,8000,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2214PEAS, SH2214PEAM, SH2214PEAL, SH2214PEAXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2214PEAS, SH2214PEAM, SH2214PEAL, SH2214PEAXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022BLA,SH2022BLAS,0,Black Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022BLA,SH2022BLAM,0,Black Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022BLA,SH2022BLAL,0,Black Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022BLA,SH2022BLAXL,0,Black Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2022BLA,SH2022BLA,1,Black Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2022,Shivam,,15000,7500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2022BLAS, SH2022BLAM, SH2022BLAL, SH2022BLAXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2022BLAS, SH2022BLAM, SH2022BLAL, SH2022BLAXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022PUR,SH2022PURS,0,Purple Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),purple-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022PUR,Suit Set,clothing/suit sets,Ethnic Wear,Purple,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022PUR,SH2022PURM,0,Purple Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),purple-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022PUR,Suit Set,clothing/suit sets,Ethnic Wear,Purple,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022PUR,SH2022PURL,0,Purple Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),purple-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022PUR,Suit Set,clothing/suit sets,Ethnic Wear,Purple,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
