store,websites,attribute_set,type,category_ids,Parent,sku,has_options,name,url_key,product_type_all,product_type_url,fashion_style,color,vendor_sku,vendor,msrp_price,price,cost,shipping_days,shipping_time_filter,status,visibility,enable_googlecheckout,size,extended_delivery,pre_order_item,is_product_new,is_returnable,description,tab_sizing,tab_details,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,weight,image,meta_keyword,meta_description,meta_title,merchandiser_name,configurable_attributes,simples_skus,tax_class_id,designer_brand_name,designer_cat_url,warehouse_code,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,vendor_code,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2022PUR,SH2022PURXL,0,Purple Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),purple-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022PUR,Suit Set,clothing/suit sets,Ethnic Wear,Purple,2022,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2022PUR,SH2022PUR,1,Purple Cutdana Embroidered Net Anarkali with Dupatta & Churidar (Set of 3),purple-cutdana-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2022PUR,Suit Set,clothing/suit sets,Ethnic Wear,Purple,2022,Shivam,,15000,7500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2022PURS, SH2022PURM, SH2022PURL, SH2022PURXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2022PURS, SH2022PURM, SH2022PURL, SH2022PURXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2136ORA,SH2136ORAS,0,Orange Embellished Anarkali with Dupatta & Churidar (Set of 3),orange-embellished-anarkali-with-dupatta-&-churidar-(setof3)-SH2136ORA,Suit Set,clothing/suit sets,Ethnic Wear,Orange,2136,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2136ORA,SH2136ORAM,0,Orange Embellished Anarkali with Dupatta & Churidar (Set of 3),orange-embellished-anarkali-with-dupatta-&-churidar-(setof3)-SH2136ORA,Suit Set,clothing/suit sets,Ethnic Wear,Orange,2136,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2136ORA,SH2136ORAL,0,Orange Embellished Anarkali with Dupatta & Churidar (Set of 3),orange-embellished-anarkali-with-dupatta-&-churidar-(setof3)-SH2136ORA,Suit Set,clothing/suit sets,Ethnic Wear,Orange,2136,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2136ORA,SH2136ORAXL,0,Orange Embellished Anarkali with Dupatta & Churidar (Set of 3),orange-embellished-anarkali-with-dupatta-&-churidar-(setof3)-SH2136ORA,Suit Set,clothing/suit sets,Ethnic Wear,Orange,2136,Shivam,,15000,7500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2136ORA,SH2136ORA,1,Orange Embellished Anarkali with Dupatta & Churidar (Set of 3),orange-embellished-anarkali-with-dupatta-&-churidar-(setof3)-SH2136ORA,Suit Set,clothing/suit sets,Ethnic Wear,Orange,2136,Shivam,,15000,7500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2136ORAS, SH2136ORAM, SH2136ORAL, SH2136ORAXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2136ORAS, SH2136ORAM, SH2136ORAL, SH2136ORAXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2142BLU,SH2142BLUS,0,Blue Thread-embroidered Anarkali with Dupatta & Churidar (Set of 3),blue-thread-embroidered-anarkali-with-dupatta-&-churidar-(setof3)-SH2142BLU,Suit Set,clothing/suit sets,Ethnic Wear,Light Blue,2142,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2142BLU,SH2142BLUM,0,Blue Thread-embroidered Anarkali with Dupatta & Churidar (Set of 3),blue-thread-embroidered-anarkali-with-dupatta-&-churidar-(setof3)-SH2142BLU,Suit Set,clothing/suit sets,Ethnic Wear,Light Blue,2142,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2142BLU,SH2142BLUL,0,Blue Thread-embroidered Anarkali with Dupatta & Churidar (Set of 3),blue-thread-embroidered-anarkali-with-dupatta-&-churidar-(setof3)-SH2142BLU,Suit Set,clothing/suit sets,Ethnic Wear,Light Blue,2142,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2142BLU,SH2142BLUXL,0,Blue Thread-embroidered Anarkali with Dupatta & Churidar (Set of 3),blue-thread-embroidered-anarkali-with-dupatta-&-churidar-(setof3)-SH2142BLU,Suit Set,clothing/suit sets,Ethnic Wear,Light Blue,2142,Shivam,,16000,8000,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2142BLU,SH2142BLU,1,Blue Thread-embroidered Anarkali with Dupatta & Churidar (Set of 3),blue-thread-embroidered-anarkali-with-dupatta-&-churidar-(setof3)-SH2142BLU,Suit Set,clothing/suit sets,Ethnic Wear,Light Blue,2142,Shivam,,16000,8000,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2142BLUS, SH2142BLUM, SH2142BLUL, SH2142BLUXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2142BLUS, SH2142BLUM, SH2142BLUL, SH2142BLUXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176MAR,SH2176MARS,0,Maroon Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),maroon-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176MAR,Suit Set,clothing/suit sets,Ethnic Wear,Maroon,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176MAR,SH2176MARM,0,Maroon Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),maroon-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176MAR,Suit Set,clothing/suit sets,Ethnic Wear,Maroon,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176MAR,SH2176MARL,0,Maroon Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),maroon-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176MAR,Suit Set,clothing/suit sets,Ethnic Wear,Maroon,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176MAR,SH2176MARXL,0,Maroon Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),maroon-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176MAR,Suit Set,clothing/suit sets,Ethnic Wear,Maroon,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2176MAR,SH2176MAR,1,Maroon Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),maroon-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176MAR,Suit Set,clothing/suit sets,Ethnic Wear,Maroon,2176,Shivam,,19000,9500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2176MARS, SH2176MARM, SH2176MARL, SH2176MARXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2176MARS, SH2176MARM, SH2176MARL, SH2176MARXL",item size,"S,M,L,XL",EX000000,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176BLA,SH2176BLAS,0,Black Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,S,1,1,1,Non Returnable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176BLA,SH2176BLAM,0,Black Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,M,1,1,1,Non Returnable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176BLA,SH2176BLAL,0,Black Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,L,1,1,1,Non Returnable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,17,36,19,37",SH2176BLA,SH2176BLAXL,0,Black Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2176,Shivam,,19000,9500,30,4 to 5 Weeks,1,1,No,XL,1,1,1,Non Returnable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",5,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Shivam,,EX_FC_VL_DEL_KAP,,,,,,,,,,,,,,,,,,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,17,36,19,37",SH2176BLA,SH2176BLA,1,Black Gota-embroidered Net Anarkali with Dupatta & Churidar (Set of 3),black-gota-embroidered-net-anarkali-with-dupatta-&-churidar-(setof3)-SH2176BLA,Suit Set,clothing/suit sets,Ethnic Wear,Black,2176,Shivam,,19000,9500,30,4 to 5 Weeks,2,4,No,,1,1,1,Non Returnable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42","Anarkali & Dupatta: Net, Churidar: Lycra",0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"SH2176BLAS, SH2176BLAM, SH2176BLAL, SH2176BLAXL",None,Shivam,,EX_FC_VL_DEL_KAP,,field,"Bust/Chest,Hip,Waist,Sleeve Length,Shoulders,Armhole,Neck,Length (Shoulder to Knee),Length (Waist to Ankle)",0,0,,0,"1,2,3,4,5,6,7,8,9",,,,,"SH2176BLAS, SH2176BLAM, SH2176BLAL, SH2176BLAXL",item size,"S,M,L,XL",EX000000,,,
