store,websites,sku,cost,price,shipping_days,shipping_time_filter,description
"store_us,global_m_sv","app_us,global_m_web",SH2244PINM,12500,455,30,4 to 5 Weeks,"Baby pink net jacket with gota handwork. It comes with a net dupatta and satin lycra, net pants.
<ul><li>Color: Baby Pink</li><li>Made to Order Color Option: Grey</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244PINL,12500,455,30,4 to 5 Weeks,"Baby pink net jacket with gota handwork. It comes with a net dupatta and satin lycra, net pants.
<ul><li>Color: Baby Pink</li><li>Made to Order Color Option: Grey</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244PINXL,12500,455,30,4 to 5 Weeks,"Baby pink net jacket with gota handwork. It comes with a net dupatta and satin lycra, net pants.
<ul><li>Color: Baby Pink</li><li>Made to Order Color Option: Grey</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244PIN,12500,455,30,4 to 5 Weeks,"Baby pink net jacket with gota handwork. It comes with a net dupatta and satin lycra, net pants.
<ul><li>Color: Baby Pink</li><li>Made to Order Color Option: Grey</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267GRES,13500,491,30,4 to 5 Weeks,"Bottle green net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Bottle Green</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267GREM,13500,491,30,4 to 5 Weeks,"Bottle green net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Bottle Green</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267GREL,13500,491,30,4 to 5 Weeks,"Bottle green net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Bottle Green</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267GREXL,13500,491,30,4 to 5 Weeks,"Bottle green net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Bottle Green</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267GRE,13500,491,30,4 to 5 Weeks,"Bottle green net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Bottle Green</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267BEIS,13500,491,30,4 to 5 Weeks,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267BEIM,13500,491,30,4 to 5 Weeks,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267BEIL,13500,491,30,4 to 5 Weeks,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267BEIXL,13500,491,30,4 to 5 Weeks,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2267BEI,13500,491,30,4 to 5 Weeks,"Beige Magenta net lehenga set with an anarkali featuring threadwork and swarovski. <ul><li>Color: Beige Magenta</li><li>Made to Order Color Option: Royal Blue, Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214GRES,8000,291,30,4 to 5 Weeks,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214GREM,8000,291,30,4 to 5 Weeks,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214GREL,8000,291,30,4 to 5 Weeks,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214GREXL,8000,291,30,4 to 5 Weeks,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214GRE,8000,291,30,4 to 5 Weeks,"Lime green net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Lime Green</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214PEAS,8000,291,30,4 to 5 Weeks,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214PEAM,8000,291,30,4 to 5 Weeks,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214PEAL,8000,291,30,4 to 5 Weeks,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214PEAXL,8000,291,30,4 to 5 Weeks,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2214PEA,8000,291,30,4 to 5 Weeks,"Peach Pink net anarkali with zari work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Peach Pink</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022BLAS,7500,273,30,4 to 5 Weeks,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022BLAM,7500,273,30,4 to 5 Weeks,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022BLAL,7500,273,30,4 to 5 Weeks,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022BLAXL,7500,273,30,4 to 5 Weeks,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022BLA,7500,273,30,4 to 5 Weeks,"Black halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022PURS,7500,273,30,4 to 5 Weeks,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022PURM,7500,273,30,4 to 5 Weeks,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022PURL,7500,273,30,4 to 5 Weeks,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022PURXL,7500,273,30,4 to 5 Weeks,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2022PUR,7500,273,30,4 to 5 Weeks,"Purple halterneck net anarkali adorned with cutdana embroidery at the neck. Cutdana & velvet panel at the border along with a matching lycra churidar & net dupatta.<ul><li>Color: Purple</li><li>Made to Order Color Option: Bottle Green, Baby Blue, Red</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2136ORAS,7500,273,30,4 to 5 Weeks,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2136ORAM,7500,273,30,4 to 5 Weeks,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2136ORAL,7500,273,30,4 to 5 Weeks,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2136ORAXL,7500,273,30,4 to 5 Weeks,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2136ORA,7500,273,30,4 to 5 Weeks,"Burnt orange net anarkali embellished with crystals at the yoke. Metallic thread pattern & lurex panel at the border. It comes with a matching lycra churidar & net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2142BLUS,8000,291,30,4 to 5 Weeks,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Order Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2142BLUM,8000,291,30,4 to 5 Weeks,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Order Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2142BLUL,8000,291,30,4 to 5 Weeks,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Order Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2142BLUXL,8000,291,30,4 to 5 Weeks,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Order Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2142BLU,8000,291,30,4 to 5 Weeks,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Order Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176MARS,9500,345,30,4 to 5 Weeks,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176MARM,9500,345,30,4 to 5 Weeks,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176MARL,9500,345,30,4 to 5 Weeks,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176MARXL,9500,345,30,4 to 5 Weeks,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176MAR,9500,345,30,4 to 5 Weeks,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BLAS,9500,345,30,4 to 5 Weeks,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BLAM,9500,345,30,4 to 5 Weeks,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BLAL,9500,345,30,4 to 5 Weeks,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BLAXL,9500,345,30,4 to 5 Weeks,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BLA,9500,345,30,4 to 5 Weeks,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BEIS,9500,345,30,4 to 5 Weeks,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BEIM,9500,345,30,4 to 5 Weeks,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BEIL,9500,345,30,4 to 5 Weeks,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BEIXL,9500,345,30,4 to 5 Weeks,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2176BEI,9500,345,30,4 to 5 Weeks,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2243PINS,12500,455,30,4 to 5 Weeks,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Order Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2243PINM,12500,455,30,4 to 5 Weeks,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Order Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
