store,websites,attribute_set,type,category_ids,Parent,sku,itemsize,has_options,name,url_key,product_type_all,product_type_url,fashion_style,color,vendor_sku,vendor,msrp_price,price,cost,shipping_days,shipping_time_filter,status,visibility,enable_googlecheckout,size,extended_delivery,pre_order_item,is_product_new,is_returnable,description,tab_sizing,tab_details,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,weight,image,meta_keyword,meta_description,meta_title,merchandiser_name,configurable_attributes,simples_skus,tax_class_id,designer_brand_name,designer_cat_url,warehouse_code,_custom_option_store,vendor_code
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU107,MOU10739,39,0,"Indigo Bagru-printed Hand-stitched Cotton, Leather Juttis","indigo-bagru-printed-hand-stitched-cotton,-leather-juttis-mou107",Juttis,footwear/juttis,Ethnic Wear,Indigo,MOU107,Mouve,,2000,1500,15,15 days,1,1,No,39,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Indigo</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",39,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,60,61,58,59",MOU107,MOU107,,1,"Indigo Bagru-printed Hand-stitched Cotton, Leather Juttis","indigo-bagru-printed-hand-stitched-cotton,-leather-juttis-mou107",Juttis,footwear/juttis,Ethnic Wear,Indigo,MOU107,Mouve,,2000,1500,15,15 days,2,4,No,,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Indigo</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",,"Cotton, Leather",,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,39,None,Mouve,,EX_FC_VL_DEL_KAP,,EX000000
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU71,MOU7136,36,0,"Black, White Handloom Check Cotton, Leather Juttis","black,-white-handloom-check-cotton,-leather-juttis-mou71",Juttis,footwear/juttis,Ethnic Wear,"Black, White",MOU71,Mouve,,2000,1500,15,15 days,1,1,No,36,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Black, White</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",36,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,60,61,58,59",MOU71,MOU71,,1,"Black, White Handloom Check Cotton, Leather Juttis","black,-white-handloom-check-cotton,-leather-juttis-mou71",Juttis,footwear/juttis,Ethnic Wear,"Black, White",MOU71,Mouve,,2000,1500,15,15 days,2,4,No,,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Black, White</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",,"Cotton, Leather",,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,36,None,Mouve,,EX_FC_VL_DEL_KAP,,EX000000
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU54,MOU5439,39,0,"Purple, Maroon Odisha Ikat Hand-stitched Cotton, Leather Juttis","purple,-maroon-odisha-ikat-hand-stitched-cotton,-leather-juttis-mou54",Juttis,footwear/juttis,Ethnic Wear,"Purple, Maroon",MOU54,Mouve,,2000,1500,15,15 days,1,1,No,39,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Purple, Maroon</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",39,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,60,61,58,59",MOU54,MOU54,,1,"Purple, Maroon Odisha Ikat Hand-stitched Cotton, Leather Juttis","purple,-maroon-odisha-ikat-hand-stitched-cotton,-leather-juttis-mou54",Juttis,footwear/juttis,Ethnic Wear,"Purple, Maroon",MOU54,Mouve,,2000,1500,15,15 days,2,4,No,,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Purple, Maroon</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",,"Cotton, Leather",,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,39,None,Mouve,,EX_FC_VL_DEL_KAP,,EX000000
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU110,MOU11039,39,0,"Red, Indigo Block-printed Hand-stitched Cotton, Leather Juttis","red,-indigo-block-printed-hand-stitched-cotton,-leather-juttis-mou110",Juttis,footwear/juttis,Ethnic Wear,"Red, Indigo",MOU110,Mouve,,2000,1500,15,15 days,1,1,No,39,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Red, Indigo</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",39,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,60,61,58,59",MOU110,MOU110,,1,"Red, Indigo Block-printed Hand-stitched Cotton, Leather Juttis","red,-indigo-block-printed-hand-stitched-cotton,-leather-juttis-mou110",Juttis,footwear/juttis,Ethnic Wear,"Red, Indigo",MOU110,Mouve,,2000,1500,15,15 days,2,4,No,,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Red, Indigo</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",,"Cotton, Leather",,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,39,None,Mouve,,EX_FC_VL_DEL_KAP,,EX000000
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU56,MOU5639,39,0,"Olive, Ochre Batik Hand-stitched Cotton, Leather Juttis","olive,-ochre-batik-hand-stitched-cotton,-leather-juttis-mou56",Juttis,footwear/juttis,Ethnic Wear,"Olive, Ochre",MOU56,Mouve,,2000,1500,15,15 days,1,1,No,39,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Olive, Ochre</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",39,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,simple,"15,60,61,58,59",MOU56,MOU5642,42,0,"Olive, Ochre Batik Hand-stitched Cotton, Leather Juttis","olive,-ochre-batik-hand-stitched-cotton,-leather-juttis-mou56",Juttis,footwear/juttis,Ethnic Wear,"Olive, Ochre",MOU56,Mouve,,2000,1500,15,15 days,1,1,No,42,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Olive, Ochre</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",42,"Cotton, Leather",1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,,,None,Mouve,,EX_FC_VL_DEL_KAP,,
"store_us,store_in,store_stage_en,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",Women,configurable,"15,60,61,58,59",MOU56,MOU56,,1,"Olive, Ochre Batik Hand-stitched Cotton, Leather Juttis","olive,-ochre-batik-hand-stitched-cotton,-leather-juttis-mou56",Juttis,footwear/juttis,Ethnic Wear,"Olive, Ochre",MOU56,Mouve,,2000,1500,15,15 days,2,4,No,,1,1,1,Non Returnable,"Disclaimer : The slight imperfections of this handcrafted and one-of-a-kind product add to its own unique charm.<ul><li>Color: Olive, Ochre</li><li>Material(s): Cotton, Leather</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): 350</li></ul>",,"Cotton, Leather",,0,1,0,0,1,1,1,0,1,1,1,0,1,1,,,,,Kamal,size,"39, 42",None,Mouve,,EX_FC_VL_DEL_KAP,,EX000000
